CurveID,GroupIndex,CaptureIndex,SystemTime,DataType,GlobalAvg,GlobalSum,RoiAvgWithoutBlackLevel,RoiSumWithoutBlackLevel,RoiAvg,RoiSum,RoiX,RoiY,RoiWidth,RoiHeight,CX,CY,Area,GroupTime,SingleTime
0,0,0,20210706-102426.383620,Source,11.7696350097656,15426696,16.7913977839335,671655.911357341,28.0486,1121944,360,481,200,200,460.352080768151,581.911636208498,370344,11,11
0,0,1,20210706-102426.394595,Source,11.7266891479492,15370406,16.017423835306,640696.953412239,27.2553,1090212,359,482,200,200,459.854592230721,582.846217103035,369069,23,23
0,0,2,20210706-102426.406560,Source,11.648641204834,15268107,16.2267086439184,649068.345756736,27.38015,1095206,360,482,200,200,460.157596919197,582.153309287157,368735,34,34
0,0,3,20210706-102426.419530,Source,11.6831771850586,15313374,16.0124335054143,640497.34021657,27.20695,1088278,360,482,200,200,460.246716396796,582.314300948899,367584,47,47
0,0,4,20210706-102426.433488,Source,11.7351150512695,15381450,16.0888011961722,643552.04784689,27.332925,1093317,359,482,200,200,459.243675943935,582.216331749497,369146,61,61
0,0,5,20210706-102426.447448,Source,11.6806076049805,15310006,16.253664882901,650146.595316041,27.43825,1097530,359,483,200,200,459.257031596898,583.124890695273,367093,75,75
0,0,6,20210706-102426.461484,Source,11.642748260498,15260383,16.3209269012843,652837.076051372,27.4656,1098624,360,481,200,200,460.881514289672,581.676648113589,368133,89,89
0,0,7,20210706-102426.475446,Source,11.7875625610352,15450194,16.5088216947872,660352.867791488,27.792575,1111703,360,482,200,200,460.346399766313,582.825595170478,369726,103,103
0,0,8,20210706-102426.489409,Source,11.7563415527344,15409272,16.4548196927726,658192.787710904,27.709,1108360,359,482,200,200,459.459859485158,582.293076716658,368929,117,117
0,0,9,20210706-102426.503367,Source,11.7729133605957,15430993,16.0662135671116,642648.542684462,27.348825,1093953,361,482,200,200,461.113563096013,582.265583157462,370063,131,131
0,0,10,20210706-102426.516335,Source,11.6983604431152,15333275,15.7378712729791,629514.850919164,26.95595,1078238,359,482,200,200,459.625591510987,582.297924932002,368759,144,144
0,0,11,20210706-102426.530305,Source,11.708585357666,15346677,16.0678154558046,642712.618232183,27.28605,1091442,358,483,200,200,458.781322277213,583.149305187516,367941,158,158
0,0,12,20210706-102426.545260,Source,11.7545799255371,15406963,16.3845880193906,655383.520775623,27.63915,1105566,361,481,200,200,461.330038993131,581.450939257487,371091,172,172
0,0,13,20210706-102426.558229,Source,11.7513946533203,15402788,16.0107909090909,640431.636363636,27.273575,1090943,360,481,200,200,460.659366849779,581.724977727775,371539,186,186
