CurveID,GroupIndex,CaptureIndex,SystemTime,DataType,GlobalAvg,GlobalSum,RoiAvgWithoutBlackLevel,RoiSumWithoutBlackLevel,RoiAvg,RoiSum,RoiX,RoiY,RoiWidth,RoiHeight,CX,CY,Area,GroupTime,SingleTime
0,0,0,20210706-102607.862629,Source,11.9021728515625,15600416,16.6498141526064,665992.566104256,28.043875,1121755,363,483,200,200,463.697993205552,583.63917124842,374129,11,11
0,0,1,20210706-102607.873599,Source,12.0463439941406,15789384,16.5425443968774,661701.775875094,28.08405,1123362,361,485,200,200,461.279120808321,585.879747721906,356987,23,23
0,0,2,20210706-102607.887560,Source,11.8905052185059,15585123,16.7113600163687,668454.400654747,28.091875,1123675,364,483,200,200,464.833217057876,583.062869962321,375545,37,37
0,0,3,20210706-102607.901525,Source,12.0569885253906,15803336,16.4312019642407,657248.07856963,27.98675,1119470,361,485,200,200,461.479246988456,585.624361842803,358454,50,50
0,0,4,20210706-102607.915487,Source,12.0850028991699,15840055,16.9749308801309,678997.235205238,28.5419,1141676,361,486,200,200,461.124606836252,586.010964088959,359583,64,64
0,0,5,20210706-102607.929450,Source,11.9027290344238,15601145,16.8416627234953,673666.508939814,28.230425,1129217,364,482,200,200,464.017295681276,582.684441081173,375296,78,78
0,0,6,20210706-102607.942415,Source,11.8145355224609,15485548,16.723887005792,668955.48023168,28.02805,1121122,362,484,200,200,462.732463680502,584.275279261384,370531,92,92
0,0,7,20210706-102607.957447,Source,11.910523223877,15611361,16.3041912049862,652167.648199446,27.71715,1108686,363,482,200,200,463.779360539435,582.552497443436,375504,107,107
0,0,8,20210706-102607.971405,Source,11.9900695800781,15715624,16.6240305716444,664961.222865777,28.106775,1124271,358,485,200,200,458.232371347153,585.838294127507,357940,120,120
0,0,9,20210706-102607.984545,Source,11.9998908996582,15728497,16.8681079010325,674724.316041299,28.353225,1134129,361,484,200,200,461.284940719838,584.941377887329,358636,133,133
0,0,10,20210706-102607.998507,Source,11.9416984558105,15652223,17.0314346826996,681257.387307983,28.453375,1138135,359,485,200,200,459.603510277815,585.85767862753,356496,147,147
0,0,11,20210706-102608.012498,Source,11.9112411499023,15612302,17.0594984260891,682379.937043566,28.450125,1138005,363,482,200,200,463.534506212025,582.637392709873,374918,162,162
0,0,12,20210706-102608.026540,Source,11.9959098815918,15723279,16.5305628619995,661222.51447998,28.022,1120880,360,485,200,200,460.974548504443,585.46728284947,357091,175,175
0,0,13,20210706-102608.040503,Source,11.9534637451172,15667644,16.8107341475699,672429.365902795,28.251175,1130047,358,485,200,200,458.698158747769,585.051591203902,356931,189,189
0,0,14,20210706-102608.054466,Source,11.9342346191406,15642440,16.4502883404684,658011.533618736,27.8825,1115300,365,482,200,200,465.272151797985,582.748780914884,376922,203,203
0,0,*,20210706-102608.055435,Average,11.955687306722,15670558.4666667,16.7036166184001,668144.664736003,28.14955,1125982,363,483,200,200,463.697993205552,583.63917124842,374129,11,11
1,0,0,20210706-102608.751114,Source,15.1314117431641,19833044,22.9528795517502,918115.182070008,37.383825,1495353,360,484,200,200,460.379933864422,584.401657488761,365915,11,11
1,0,1,20210706-102608.763054,Source,15.1218109130859,19820460,23.2847069503903,931388.278015613,37.695925,1507837,362,484,200,200,462.304886931942,584.91077136334,367920,22,22
1,0,2,20210706-102608.776047,Source,15.2665313720703,20010148,22.9920812641652,919683.250566608,37.55695,1502278,362,483,200,200,462.60951075581,583.46718836509,370265,35,35
1,0,3,20210706-102608.790010,Source,15.0352935791016,19707060,22.5440203223369,901760.812893478,36.891325,1475653,361,484,200,200,461.535960153592,584.478584605294,365905,49,49
1,0,4,20210706-102608.803944,Source,15.2587730407715,19999979,22.5710404495089,902841.617980358,37.141,1485640,362,484,200,200,462.181708946714,584.264118977441,367431,63,63
1,0,5,20210706-102608.817938,Source,15.2042266845703,19928484,23.3249699068245,932998.796272979,37.817375,1512695,362,484,200,200,462.507304178077,584.045958842827,368830,77,77
1,0,6,20210706-102608.831901,Source,15.0995399475098,19791269,22.3169183518006,892676.734072022,36.7354,1469416,362,484,200,200,462.413352703696,584.037716174071,365851,91,91
1,0,7,20210706-102608.845833,Source,15.0808547973633,19766778,22.3864762402418,895459.04960967,36.78415,1471366,361,483,200,200,461.995019311759,583.780615139547,366616,105,105
1,0,8,20210706-102608.858826,Source,15.2651344299316,20008317,22.9815054583228,919260.218332914,37.5453,1501812,361,483,200,200,461.975298536993,583.977073768315,368966,118,118
1,0,9,20210706-102608.873789,Source,15.2081970214844,19933688,23.5410951901284,941643.807605137,38.030875,1521235,362,484,200,200,462.606850987628,584.821963859344,368560,133,133
1,0,10,20210706-102608.886753,Source,15.0674537658691,19749213,22.1968658209519,887874.632838076,36.586925,1463477,360,486,200,200,460.257441556756,586.420246059378,362189,146,146
1,0,11,20210706-102608.900774,Source,15.052303314209,19729355,22.6988867350793,907955.469403173,37.058475,1482339,348,487,200,200,448.521026830337,587.184027582799,356164,160,160
1,0,12,20210706-102608.914729,Source,15.1956954956055,19917302,23.4378457945102,937513.831780408,37.918275,1516731,362,484,200,200,462.659776130921,584.866356820453,369323,174,174
1,0,13,20210706-102608.928699,Source,15.1653831481934,19877571,23.0291868609922,921167.474439688,37.491775,1499671,349,486,200,200,449.20467987992,586.697010278215,358428,188,188
1,0,14,20210706-102608.943652,Source,15.1333152770996,19835539,22.3345047154369,893380.188617477,36.786225,1471449,359,484,200,200,459.762567355662,584.592668255745,365411,202,202
1,0,*,20210706-102608.943652,Average,15.1523949686686,19860547.1333333,22.8395322408293,913581.289633174,37.29492,1491796.8,360,484,200,200,460.379933864422,584.401657488761,365915,11,11
2,0,0,20210706-102609.636673,Source,18.1486038208008,23787738,29.8683302820448,1194733.21128179,47.105425,1884217,351,488,200,200,451.650465530137,588.917286370527,348957,10,10
2,0,1,20210706-102609.647629,Source,18.0805709838867,23698566,30.5580878494082,1222323.51397633,47.7061,1908244,350,487,200,200,450.743428051329,587.99673757714,344989,21,21
2,0,2,20210706-102609.658602,Source,18.059716796875,23671232,29.4092317300428,1176369.26920171,46.57145,1862858,358,486,200,200,458.343838479648,586.4795103499,352129,32,32
2,0,3,20210706-102609.670568,Source,18.04052734375,23646080,29.1859573910854,1167438.29564341,46.3358,1853432,366,484,200,200,466.182063662472,584.745859650461,366998,44,44
2,0,4,20210706-102609.681539,Source,18.2796119689941,23959453,30.0300060878872,1201200.24351549,47.393175,1895727,352,488,200,200,452.295511172067,588.780350305732,349980,55,55
2,0,5,20210706-102609.692510,Source,18.2231521606445,23885450,29.807990518761,1192319.62075044,47.121475,1884859,360,486,200,200,460.174986549788,586.055289524609,355013,66,66
2,0,6,20210706-102609.705475,Source,18.0838882446289,23702914,29.7963749559305,1191854.99823722,46.97095,1878838,350,488,200,200,450.763004096233,588.694210465586,346660,79,79
2,0,7,20210706-102609.720431,Source,17.9321327209473,23504005,29.9065683140267,1196262.73256107,46.926025,1877041,364,484,200,200,464.556780418961,584.503484501626,365619,94,94
2,0,8,20210706-102609.733399,Source,18.155290222168,23796502,31.1576920800806,1246307.68320322,48.362125,1934485,351,487,200,200,451.848008818479,587.857435072661,348813,107,107
2,0,9,20210706-102609.748361,Source,18.1676330566406,23812680,30.4173817678167,1216695.27071267,47.65675,1906270,359,485,200,200,459.161876282384,585.910095037316,354808,122,122
2,0,10,20210706-102609.761326,Source,18.1510284423828,23790916,30.2820050113322,1211280.20045329,47.5089,1900356,349,488,200,200,449.55037500432,588.596599615203,347196,135,135
2,0,11,20210706-102609.775290,Source,18.1439720153809,23781667,30.8009225446991,1232036.90178796,48.004925,1920197,350,488,200,200,450.459318903319,588.953191919192,346500,149,149
2,0,12,20210706-102609.789254,Source,18.1778167724609,23826028,31.1502638378242,1246010.55351297,48.37745,1935098,352,488,200,200,452.113474170731,588.438375036915,348771,163,163
2,0,13,20210706-102609.802214,Source,18.1163284301758,23745434,29.2774741752707,1171098.96701083,46.500325,1860013,362,484,200,200,462.307257254167,584.914083945683,356278,176,176
2,0,14,20210706-102609.816181,Source,18.1397750854492,23776166,30.8191249685218,1232764.99874087,48.018375,1920735,350,489,200,200,450.626647653706,589.233941594263,346781,190,190
2,0,15,20210706-102609.831145,Source,18.1938041687012,23846983,30.085688170486,1203427.52681944,47.36135,1894454,360,485,200,200,460.805360150041,585.265886984585,355102,204,204
2,0,*,20210706-102609.831145,Average,18.1308657646179,23764488.375,30.1595687303261,1206382.74921304,47.3700375,1894801.5,351,488,200,200,451.650465530137,588.917286370527,348957,10,10
3,0,0,20210706-102610.528795,Source,20.4894813537598,26855973,35.9365398073533,1437461.59229413,55.329325,2213173,364,484,200,200,464.745001691475,584.821151894452,354720,11,11
3,0,1,20210706-102610.540763,Source,20.4153823852539,26758850,36.0081233316545,1440324.93326618,55.324625,2212985,357,486,200,200,457.217238820779,586.424534324933,347721,22,22
3,0,2,20210706-102610.552860,Source,20.5794250488281,26973864,36.4722960967011,1458891.84386804,55.938675,2237547,354,485,200,200,454.392945480703,585.813539759612,339201,34,34
3,0,3,20210706-102610.565829,Source,20.4393661499023,26790286,37.3943694409469,1495774.77763787,56.69255,2267702,356,487,200,200,456.856030603577,587.552132837431,348456,48,48
3,0,4,20210706-102610.580786,Source,20.5723068237305,26964534,37.5878328003022,1503513.31201209,57.01305,2280522,359,486,200,200,459.4078955108,586.486159474848,340016,62,62
3,0,5,20210706-102610.594751,Source,20.4458404541016,26798772,36.5495894988668,1461983.57995467,55.880025,2235201,357,486,200,200,457.050549261929,586.577966586566,349560,76,76
3,0,6,20210706-102610.607717,Source,20.4601173400879,26817485,37.020147916142,1480805.91664568,56.3505,2254020,357,487,200,200,457.315579770469,587.549902113319,348362,90,90
3,0,7,20210706-102610.621685,Source,20.583243560791,26978869,37.6800090594309,1507200.36237723,57.11335,2284534,356,485,200,200,456.734865325806,585.810003528581,340080,103,103
3,0,8,20210706-102610.635642,Source,20.7315856933594,27173304,37.796058473936,1511842.33895744,57.3742,2294968,358,486,200,200,458.81626333897,586.690285147822,342980,117,117
3,0,9,20210706-102610.649761,Source,20.5679412841797,26958812,37.1042918408461,1484171.67363385,56.5399,2261596,356,486,200,200,456.398949675124,586.829800832955,339514,131,131
3,0,10,20210706-102610.663720,Source,20.4955322265625,26863904,36.6789453538152,1467157.81415261,56.055125,2242205,358,487,200,200,458.103381535931,587.825687008793,349013,145,145
3,0,11,20210706-102610.677738,Source,20.3553993225098,26680229,36.3297723432385,1453190.89372954,55.576475,2223059,364,484,200,200,464.075631084446,584.645992755264,353360,159,159
3,0,12,20210706-102610.690705,Source,20.5662574768066,26956605,36.8653847834299,1474615.39133719,56.3066,2252264,355,486,200,200,455.019111092733,586.408666668636,338573,172,172
3,0,13,20210706-102610.704668,Source,20.4297584533691,26777693,36.4006770523798,1456027.08209519,55.719575,2228783,357,487,200,200,457.758286117153,587.637762339974,348927,187,187
3,0,14,20210706-102610.718601,Source,20.5931755065918,26991887,37.7249743452531,1508998.97381012,57.166875,2286675,358,486,200,200,458.513717195295,586.214584735872,340157,201,201
3,0,*,20210706-102610.719625,Average,20.5149875386556,26889404.4666667,36.9032674762864,1476130.69905146,56.2920566666667,2251682.26666667,364,484,200,200,464.745001691475,584.821151894452,354720,11,11
4,0,0,20210706-102611.442153,Source,22.0433975219727,28892722,42.3311981238983,1693247.92495593,63.08275,2523310,357,486,200,200,457.224716688432,586.234088830849,342291,11,11
4,0,1,20210706-102611.454118,Source,21.9971176147461,28832062,43.0836923319063,1723347.69327625,63.766,2550640,354,486,200,200,454.86210246626,586.704028302881,341732,22,22
4,0,2,20210706-102611.466089,Source,22.2515884399414,29165602,43.74724657517,1749889.8630068,64.663775,2586551,356,486,200,200,456.583798574358,586.949335688102,344266,34,34
4,0,3,20210706-102611.477061,Source,22.2229225158691,29128029,42.6990232624024,1707960.9304961,63.618875,2544755,357,486,200,200,457.018518947265,586.524139168485,345538,45,45
