CurveID,GroupIndex,CaptureIndex,SystemTime,DataType,GlobalAvg,GlobalSum,RoiAvgWithoutBlackLevel,RoiSumWithoutBlackLevel,RoiAvg,RoiSum,RoiX,RoiY,RoiWidth,RoiHeight,CX,CY,Area,GroupTime,SingleTime
0,0,0,20210706-102310.367607,Source,12.6270309448242,16550502,17.7993624905565,711974.499622261,29.8832,1195328,351,487,200,200,451.968985819483,587.085331030709,350904,11,11
0,0,1,20210706-102310.379575,Source,12.5742492675781,16481320,17.8110508687988,712442.034751952,29.84175,1193670,350,486,200,200,450.59769338218,586.485198659266,352941,23,23
0,0,2,20210706-102310.391612,Source,12.7103096008301,16659657,17.9470148262402,717880.59304961,30.109625,1204385,355,486,200,200,455.438396288709,586.419552003793,354378,35,35
0,0,3,20210706-102310.404575,Source,12.7280563354492,16682918,17.9484106900025,717936.427600101,30.128725,1205149,355,486,200,200,455.378466555605,586.76005142028,353557,47,47
0,0,4,20210706-102310.416575,Source,12.6590599060059,16592483,18.3139113132712,732556.452530849,30.414075,1216563,353,486,200,200,453.73023104366,586.5082790645,353180,59,59
0,0,5,20210706-102310.427548,Source,12.7705795288086,16738654,18.5283869680181,741135.478720725,30.733525,1229341,356,486,200,200,456.891477841939,586.33316167449,355356,70,70
0,0,6,20210706-102310.439519,Source,12.6297439575195,16554058,17.9481913749685,717927.654998741,30.0302,1201208,351,486,200,200,451.6603068539,586.524775003957,353784,83,83
0,0,7,20210706-102310.451484,Source,12.6650360107422,16600316,17.6835222613951,707340.890455805,29.8089,1192356,352,486,200,200,452.500811312007,586.39436265364,353748,94,94
0,0,8,20210706-102310.464448,Source,12.6122360229492,16531110,18.4472545076807,737890.180307227,30.496525,1219861,351,486,200,200,451.710956106549,586.786315705407,350599,107,107
0,0,9,20210706-102310.478381,Source,12.635033416748,16560991,18.482817407454,739312.696298162,30.5538,1222152,354,485,200,200,454.177589340993,585.194486457147,353729,121,121
0,0,10,20210706-102310.492378,Source,12.5311592102051,16424841,17.48205063586,699282.025434399,29.4797,1179188,359,483,200,200,459.803897649669,583.723496843965,371352,135,135
0,0,11,20210706-102310.505466,Source,12.765266418457,16731690,17.8248034122387,712992.136489549,30.0461,1201844,355,486,200,200,455.971684702156,586.431227280741,357351,148,148
0,0,12,20210706-102310.519435,Source,12.7302925109863,16685849,18.2939443653991,731757.774615966,30.46595,1218638,357,487,200,200,457.375216393858,587.451251917637,355255,162,162
0,0,13,20210706-102310.534386,Source,12.7618270874023,16727182,17.6783740745404,707134.962981617,29.9007,1196028,354,486,200,200,454.344382224666,586.557856837201,352871,177,177
0,0,14,20210706-102310.548353,Source,12.5525161743164,16452834,18.2425265550239,729701.062200957,30.238325,1209533,352,487,200,200,452.058986317695,587.148345289116,349064,191,191
0,0,15,20210706-102310.561319,Source,12.7705757141113,16738649,18.4199051813145,736796.207252581,30.62835,1225134,353,486,200,200,453.67283489414,586.530200117167,353343,204,204
0,0,*,20210706-102310.562316,Average,12.6701857566833,16607065.875,18.0532204332977,722128.817331906,30.172465625,1206898.625,351,487,200,200,451.968985819483,587.085331030709,350904,11,11
1,0,0,20210706-102311.257845,Source,16.1874618530273,21217230,26.6250192520776,1065000.7700831,41.99995,1679998,344,488,200,200,444.253081508675,588.641485147952,351938,11,11
1,0,1,20210706-102311.269070,Source,16.0701248168945,21063434,25.3342140392848,1013368.56157139,40.6312,1625248,343,488,200,200,443.062140795331,588.366279119764,348861,23,23
1,0,2,20210706-102311.281038,Source,16.1891929626465,21219499,24.757676359859,990307.054394359,40.191325,1607653,353,486,200,200,453.846313850426,586.38330972391,357202,35,35
1,0,3,20210706-102311.292005,Source,16.1893531799316,21219709,26.0160176718711,1040640.70687484,41.411425,1656457,345,488,200,200,445.512909041431,588.627038120507,352776,46,46
1,0,4,20210706-102311.303976,Source,16.1118873596191,21118173,25.1420367098968,1005681.46839587,40.48665,1619466,344,488,200,200,444.960035503702,588.821710913107,350386,57,57
1,0,5,20210706-102311.315941,Source,15.9651374816895,20925825,24.9221770020146,996887.080080584,40.12675,1605070,344,488,200,200,444.549217931169,588.638266676594,349202,69,69
1,0,6,20210706-102311.326912,Source,16.134391784668,21147670,26.0542199068245,1042168.79627298,41.3935,1655740,344,488,200,200,444.817181179839,588.674192155615,352048,81,81
1,0,7,20210706-102311.337883,Source,16.2323013305664,21276002,25.58370127172,1023348.0508688,41.03525,1641410,345,489,200,200,445.265933563145,589.001706533137,351883,91,91
1,0,8,20210706-102311.352815,Source,16.0815811157227,21078450,25.3515621631831,1014062.48652732,40.659475,1626379,341,488,200,200,441.824432173159,588.97545151195,347333,106,106
1,0,9,20210706-102311.366807,Source,16.0542503356934,21042627,25.4448653298917,1017794.61319567,40.7226,1628904,342,488,200,200,442.309949324421,588.76048742889,347702,120,120
1,0,10,20210706-102311.380768,Source,16.2421028137207,21288849,26.323295410476,1052931.81641904,41.762075,1670483,345,488,200,200,445.388130686518,588.838253622942,353028,134,134
1,0,11,20210706-102311.394731,Source,16.1140266418457,21120977,26.2322686665827,1049290.74666331,41.54575,1661830,342,488,200,200,442.901815783525,588.614672480836,349491,148,148
1,0,12,20210706-102311.407699,Source,16.1906021118164,21221346,26.3505787333165,1054023.14933266,41.737025,1669481,345,488,200,200,445.847250987844,588.448851480128,351017,161,161
1,0,13,20210706-102311.421661,Source,16.1003616333008,21103066,25.2543654369177,1010174.61747671,40.584025,1623361,344,488,200,200,444.78350225627,588.940185296712,350357,175,175
